Origin,Dest,typical_distance,typical_hour
SAN,JAC,828,8
SAN,JFK,2446,13
SAN,KOA,2556,11
SAN,LAS,258,14
SAN,LAX,109,11
SAN,LIH,2676,15
SAN,MCI,1334,11
SAN,MCO,2149,11
SAN,MDW,1728,12
SAN,MFR,734,18
SAN,MIA,2267,22
SAN,MKE,1739,12
SAN,MRY,375,14
SAN,MSO,992,12
SAN,MSP,1532,11
SAN,MSY,1599,12
SAN,OAK,446,14
SAN,OGG,2541,10
SAN,ORD,1723,13
SAN,PAE,1080,20
SAN,PDX,933,14
SAN,PHL,2370,9
SAN,PHX,304,13
SAN,PIT,2106,8
SAN,PVU,599,8
SAN,RDM,823,14
SAN,RNO,488,15
SAN,SAT,1129,15
SAN,SBP,263,12
SAN,SEA,1050,13
SAN,SFO,447,13
SAN,SJC,417,13
SAN,SLC,626,11
SAN,SMF,480,13
SAN,STL,1557,9
SAN,STS,508,15
SAN,TPA,2087,8
SAN,TUS,368,14
SAT,ABQ,609,12
SAT,ATL,874,12
SAT,BNA,822,12
SAT,BOS,1764,14
SAT,BUR,1211,12
SAT,BWI,1407,10
SAT,CLT,1095,8
SAT,COS,732,14
SAT,DAL,247,13
SAT,DEN,794,12
SAT,DFW,247,12
SAT,DTW,1214,12
SAT,ELP,496,13
SAT,EWR,1569,12
SAT,FLL,1145,6
SAT,HOU,192,12
SAT,IAD,1362,7
SAT,IAH,191,12
SAT,JFK,1587,14
SAT,LAS,1069,14
SAT,LAX,1211,15
SAT,MCI,706,11
SAT,MCO,1041,13
SAT,MDW,1036,10
SAT,MIA,1143,5
SAT,MSP,1097,11
SAT,MSY,494,11
SAT,OKC,407,13
SAT,ORD,1041,7
SAT,PHL,1496,13
SAT,PHX,843,13
SAT,SAN,1129,12
SAT,SEA,1774,18
SAT,SFO,1482,15
SAT,SLC,1087,14
SAT,STL,786,10
SAT,TPA,972,12
SAV,ATL,214,12
SAV,ATW,926,17
SAV,BLV,658,7
SAV,BNA,417,13
SAV,BOS,901,13
SAV,BWI,549,13
SAV,CAK,606,10
SAV,CLE,641,13
SAV,CLT,213,12
SAV,CVG,515,13
SAV,DAL,914,14
SAV,DCA,519,11
SAV,DEN,1414,16
SAV,DFW,925,14
SAV,DTW,705,12
SAV,EWR,708,10
SAV,FLL,422,11
SAV,GRR,778,10
SAV,HOU,853,14
SAV,IAD,515,9
SAV,IAH,851,15
SAV,IND,596,16
SAV,JFK,718,11
SAV,LCK,539,9
SAV,LGA,722,12
SAV,MDW,758,14
SAV,MIA,440,7
SAV,MSP,1092,15
SAV,ORD,773,11
SAV,PGD,362,6
SAV,PHL,629,13
SAV,PIE,304,8
SAV,PIT,579,15
SAV,SDF,489,17
SAV,STL,689,14
SBA,ATL,2023,7
SBA,DEN,916,7
SBA,DFW,1316,12
SBA,LAS,289,10
SBA,LAX,89,8
SBA,OAK,263,17
SBA,PDX,784,13
SBA,PHX,455,13
SBA,SEA,908,18
SBA,SFO,262,13
SBA,SLC,615,10
SBA,SMF,310,10
SBN,ATL,566,12
SBN,AZA,1501,14
SBN,BOS,788,17
SBN,CLT,534,11
SBN,DCA,528,12
SBN,DFW,846,12
SBN,DTW,157,8
SBN,EWR,637,12
SBN,IAD,505,10
SBN,LAS,1594,14
SBN,LGA,651,10
SBN,MIA,1150,12
SBN,MSP,411,7
SBN,ORD,84,9
SBN,PGD,1049,18
SBN,PHL,594,16
SBN,PIE,973,14
SBN,SFB,936,11
SBN,SFO,1929,14
SBN,SRQ,1009,12
SBN,TLH,788,13
SBN,TYS,426,16
SBP,DEN,931,5
SBP,DFW,1360,12
SBP,LAS,314,8
SBP,LAX,156,8
SBP,PDX,722,13
SBP,PHX,509,12
SBP,SAN,263,12
SBP,SEA,847,14
SBP,SFO,190,14
SCC,ANC,626,8
SCC,BRW,204,8
SCE,DFW,1193,12
SCE,ORD,528,14
SCE,PHL,153,6
SCK,LAS,359,16
SCK,PHX,603,16
SDF,ATL,321,11
SDF,AUS,876,11
SDF,BOS,829,15
SDF,BWI,495,11
SDF,CLT,335,12
SDF,DAL,725,14
SDF,DCA,474,11
SDF,DEN,1024,10
SDF,DFW,733,13
SDF,DTW,306,12
SDF,EWR,642,10
SDF,FLL,895,11
SDF,HOU,803,12
SDF,IAD,451,9
SDF,IAH,788,16
SDF,JFK,662,14
SDF,LAS,1624,15
SDF,LAX,1843,16
SDF,LGA,659,12
SDF,MCO,719,7
SDF,MDW,271,14
SDF,MIA,910,6
SDF,MSP,604,13
SDF,MYR,491,10
SDF,ORD,286,9
SDF,PGD,806,14
SDF,PHL,576,11
SDF,PHX,1506,13
SDF,PIE,729,16
SDF,RDU,415,14
SDF,RSW,835,11
SDF,SAV,489,19
SDF,SFB,698,15
SDF,SFO,1990,9
SDF,SLC,1409,8
SDF,SRQ,765,19
SDF,TPA,727,13
SDF,VPS,532,17
SEA,ABQ,1180,14
SEA,ALW,213,12
SEA,ANC,1448,14
SEA,ATL,2182,12
SEA,AUS,1770,11
SEA,BLI,93,17
SEA,BNA,1978,17
SEA,BOI,399,15
SEA,BOS,2496,15
SEA,BUF,2122,10
SEA,BUR,937,13
SEA,BWI,2335,10
SEA,BZN,543,12
SEA,CHS,2415,9
SEA,CID,1545,9
SEA,CLE,2021,10
SEA,CLT,2279,13
SEA,CMH,2016,10
SEA,CVG,1965,10
SEA,DAL,1670,7
SEA,DCA,2329,8
SEA,DEN,1024,12
SEA,DFW,1660,10
SEA,DTW,1927,11
SEA,EGE,940,13
SEA,EUG,234,15
SEA,EWR,2402,11
SEA,FAI,1533,17
SEA,FAT,748,14
SEA,FCA,379,8
SEA,FLL,2717,8
SEA,GEG,224,15
SEA,GRB,1646,11
SEA,GTF,512,12
SEA,HDN,891,9
SEA,HLN,491,12
SEA,HNL,2677,11
SEA,IAD,2306,11
SEA,IAH,1874,14
SEA,IND,1866,10
SEA,JAC,621,8
SEA,JFK,2422,14
SEA,JNU,909,17
SEA,KOA,2688,13
SEA,KTN,680,15
SEA,LAS,867,13
SEA,LAX,954,12
SEA,LIH,2701,15
SEA,LWS,261,19
SEA,MCI,1489,18
SEA,MCO,2554,15
SEA,MDT,2297,9
SEA,MDW,1733,9
SEA,MFR,352,15
SEA,MIA,2724,20
SEA,MKE,1694,7
SEA,MRY,750,11
SEA,MSO,389,11
SEA,MSP,1399,10
SEA,MSY,2086,11
SEA,OAK,672,13
SEA,OGG,2640,11
SEA,OKC,1519,8
SEA,OMA,1368,9
SEA,ONT,956,14
SEA,ORD,1721,12
SEA,PDX,129,16
SEA,PHL,2378,21
SEA,PHX,1107,11
SEA,PIT,2125,13
SEA,PSC,172,15
SEA,PSP,987,13
SEA,RDD,479,12
SEA,RDM,228,17
SEA,RDU,2354,15
SEA,RNO,564,13
SEA,RSW,2623,13
SEA,SAN,1050,11
SEA,SAT,1774,12
SEA,SBA,908,14
SEA,SBP,847,12
SEA,SFO,679,13
SEA,SIT,861,17
SEA,SJC,696,13
SEA,SLC,689,13
SEA,SMF,605,13
SEA,SNA,978,13
SEA,STL,1709,12
SEA,STS,618,11
SEA,SUN,475,9
SEA,TPA,2520,10
SEA,TUS,1216,11
SFB,ABE,882,13
SFB,ALB,1049,7
SFB,ATW,1141,12
SFB,AUS,994,11
SFB,AVL,465,16
SFB,BGR,1299,7
SFB,BIS,1628,11
SFB,BLV,835,15
SFB,BMI,917,7
SFB,BNA,598,17
SFB,CAK,837,15
SFB,CHA,490,15
SFB,CID,1078,8
SFB,CKB,727,13
SFB,CVG,735,13
SFB,DAY,785,11
SFB,DSM,1124,16
SFB,ELM,954,13
SFB,EVV,734,15
SFB,EYW,292,8
SFB,FAR,1508,13
SFB,FNT,988,12
SFB,FSD,1334,7
SFB,FWA,870,11
SFB,GFK,1573,9
SFB,GPT,485,13
SFB,GRR,1001,13
SFB,GSO,510,14
SFB,GSP,425,14
SFB,HGR,780,12
SFB,HTS,665,12
SFB,IAG,996,15
SFB,ICT,1117,15
SFB,IND,807,15
SFB,LAS,2034,21
SFB,LCK,767,14
SFB,LEX,667,14
SFB,LIT,765,12
SFB,MDT,827,12
SFB,MEM,671,13
SFB,MFE,1059,15
SFB,MLI,1018,8
SFB,MOT,1717,6
SFB,OKC,1061,8
SFB,OMA,1195,15
SFB,ORF,631,12
SFB,PBG,1175,8
SFB,PIA,949,8
SFB,PIT,809,16
SFB,PSM,1144,14
SFB,PVU,1898,17
SFB,RAP,1599,10
SFB,RFD,1025,7
SFB,RIC,643,12
SFB,ROA,594,13
SFB,ROC,1009,7
SFB,SBN,936,8
SFB,SDF,698,13
SFB,SGF,914,6
SFB,SHV,791,15
SFB,SWF,965,15
SFB,SYR,1029,11
SFB,TOL,895,14
SFB,TRI,535,14
SFB,TUL,995,8
SFB,TVC,1126,7
SFB,TYS,511,15
SFB,USA,457,13
SFB,XNA,920,12
SFO,ABQ,896,16
SFO,ACV,250,13
SFO,ANC,2018,18
SFO,ASE,848,16
SFO,ATL,2139,13
SFO,AUS,1504,13
SFO,BFL,238,18
SFO,BIH,221,12
SFO,BNA,1969,11
SFO,BOI,522,16
SFO,BOS,2704,12
SFO,BUR,326,14
SFO,BWI,2457,22
SFO,BZN,807,11
SFO,CLE,2161,22
SFO,CLT,2296,13
SFO,CMH,2120,11
SFO,DAL,1476,10
SFO,DCA,2442,8
SFO,DEN,967,12
SFO,DFW,1464,11
SFO,DTW,2079,12
SFO,EGE,847,10
SFO,EUG,451,16
SFO,EWR,2565,14
SFO,FAT,158,16
SFO,FCA,844,11
SFO,FLL,2584,14
SFO,GEG,733,19
SFO,HDN,838,10
SFO,HNL,2398,11
SFO,IAD,2419,13
SFO,IAH,1635,11
SFO,IND,1943,16
SFO,JAC,737,10
SFO,JFK,2586,12
SFO,KOA,2367,10
SFO,LAS,414,15
SFO,LAX,337,13
SFO,LIH,2447,9
SFO,MCI,1499,16
SFO,MCO,2446,10
SFO,MDW,1855,8
SFO,MFR,329,16
SFO,MIA,2585,12
SFO,MRY,77,15
SFO,MSN,1772,10
SFO,MSO,769,12
SFO,MSP,1589,12
SFO,MSY,1911,11
SFO,MTJ,791,12
SFO,OGG,2338,9
SFO,OMA,1433,9
SFO,ONT,363,14
SFO,ORD,1846,12
SFO,OTH,412,11
SFO,PDX,550,14
SFO,PHL,2521,9
SFO,PHX,651,12
SFO,PIT,2254,10
SFO,PSC,620,10
SFO,PSP,421,14
SFO,RAP,1102,13
SFO,RDD,199,16
SFO,RDM,462,16
SFO,RDU,2400,9
SFO,RNO,192,16
SFO,RSW,2481,13
SFO,SAN,447,13
SFO,SAT,1482,11
SFO,SBA,262,16
SFO,SBN,1929,10
SFO,SBP,190,18
SFO,SDF,1990,10
SFO,SEA,679,13
SFO,SLC,599,13
SFO,SMF,86,12
SFO,SNA,372,13
SFO,STL,1735,11
SFO,SUN,587,18
SFO,TPA,2393,10
SFO,TUS,751,13
SGF,ATL,563,11
SGF,AZA,1066,13
SGF,CLT,708,12
SGF,DEN,637,13
SGF,DFW,364,11
SGF,IAH,513,6
SGF,LAS,1209,12
SGF,LAX,1423,15
SGF,ORD,438,11
SGF,PGD,975,17
SGF,PIE,895,9
SGF,SFB,914,8
SGF,VPS,610,14
SGU,DEN,517,10
SGU,DFW,976,13
SGU,LAX,349,11
SGU,PHX,262,6
SGU,SLC,272,11
SHR,DEN,359,10
SHV,ATL,551,10
SHV,CLT,764,11
SHV,DEN,792,9
SHV,DFW,190,12
SHV,IAH,192,12
SHV,LAS,1243,19
SHV,SFB,791,17
SHV,VPS,452,16
SIT,JNU,95,19
SIT,KTN,183,11
SIT,SEA,861,7
SJC,ATL,2116,12
SJC,AUS,1476,11
SJC,BNA,1947,8
SJC,BOI,523,13
SJC,BOS,2689,20
SJC,BUR,296,13
SJC,BWI,2439,11
SJC,DAL,1450,8
SJC,DEN,948,12
SJC,DFW,1438,12
SJC,DTW,2062,16
SJC,EUG,471,10
SJC,GEG,742,12
SJC,GRB,1822,12
SJC,HNL,2417,7
SJC,HOU,1621,8
SJC,IAH,1608,22
SJC,JFK,2569,21
SJC,KOA,2384,7
SJC,LAS,386,13
SJC,LAX,308,13
SJC,LGB,324,12
SJC,LIH,2466,7
SJC,MCI,1479,12
SJC,MDW,1838,7
SJC,MSP,1575,6
SJC,OGG,2355,9
SJC,ONT,333,13
SJC,ORD,1829,6
SJC,PDX,569,13
SJC,PHX,621,12
SJC,PSP,390,13
SJC,RNO,188,8
SJC,SAN,417,13
SJC,SEA,696,13
SJC,SLC,584,12
SJC,SNA,342,13
SJC,STL,1715,7
SJT,DFW,229,10
SJU,ATL,1547,14
SJU,AUS,2146,14
SJU,BDL,1666,16
SJU,BNA,1753,14
SJU,BOS,1674,13
SJU,BWI,1565,12
SJU,CLE,1839,6
SJU,CLT,1475,15
SJU,DCA,1554,17
SJU,DEN,2733,13
SJU,DFW,2165,15
SJU,DTW,1930,15
SJU,EWR,1608,13
SJU,FLL,1046,16
SJU,HOU,1997,16
SJU,HPN,1624,19
SJU,IAD,1571,16
SJU,IAH,2007,14
SJU,JAX,1288,12
SJU,JFK,1598,12
SJU,MCO,1189,12
SJU,MDW,2057,15
SJU,MIA,1045,13
SJU,MSP,2404,16
SJU,MSY,1720,16
SJU,ORD,2072,15
SJU,ORF,1414,16
SJU,PBI,1063,10
SJU,PHL,1576,11
SJU,PVD,1636,19
SJU,RDU,1433,10
SJU,RSW,1150,15
SJU,STL,2024,9
SJU,STT,68,14
SJU,STX,94,14
SJU,TPA,1237,16
SLC,ABQ,493,16
SLC,ANC,2125,22
SLC,ATL,1590,11
SLC,AUS,1086,13
SLC,BIL,387,16
SLC,BNA,1404,13
SLC,BOI,290,15
SLC,BOS,2105,17
SLC,BTM,358,11
SLC,BUR,574,15
SLC,BWI,1865,16
SLC,BZN,347,16
SLC,CDC,221,11
SLC,CLE,1565,17
SLC,CLT,1727,12
SLC,CMH,1528,17
SLC,COS,411,17
SLC,CPR,320,21
SLC,CVG,1450,17
SLC,DAL,999,13
SLC,DCA,1851,10
SLC,DEN,391,13
SLC,DFW,989,11
SLC,DTW,1481,13
SLC,EKO,200,21
SLC,EUG,618,11
SLC,EWR,1969,11
SLC,FAT,501,16
SLC,FCA,531,15
SLC,FLL,2084,23
SLC,GEG,546,15
SLC,GJT,216,21
SLC,GTF,463,16
SLC,HLN,402,15
SLC,HNL,2994,11
SLC,HOU,1214,11
SLC,IAD,1828,17
SLC,IAH,1195,12
SLC,IDA,188,17
SLC,IND,1355,17
SLC,JAC,205,15
SLC,JFK,1990,17
SLC,LAS,368,15
SLC,LAX,590,15
SLC,LGA,1983,11
SLC,LGB,588,15
SLC,LWS,461,11
SLC,MCI,920,14
SLC,MCO,1931,11
SLC,MDW,1259,8
SLC,MEM,1262,14
SLC,MFR,575,11
SLC,MIA,2088,23
SLC,MKE,1247,17
SLC,MSN,1174,12
SLC,MSO,436,16
SLC,MSP,991,14
SLC,MSY,1428,13
SLC,OAK,588,15
SLC,OGG,2935,15
SLC,OKC,866,17
SLC,OMA,840,17
SLC,ONT,558,15
SLC,ORD,1250,12
SLC,PDX,630,12
SLC,PHL,1927,11
SLC,PHX,507,13
SLC,PIH,150,15
SLC,PIT,1660,11
SLC,PSC,521,16
SLC,PSP,541,15
SLC,RDM,525,11
SLC,RDU,1823,11
SLC,RNO,422,16
SLC,SAN,626,12
SLC,SAT,1087,13
SLC,SBA,615,11
SLC,SDF,1409,14
SLC,SEA,689,13
SLC,SFO,599,15
SLC,SGU,272,13
SLC,SJC,584,15
SLC,SMF,532,15
SLC,SNA,588,15
SLC,STL,1156,13
SLC,SUN,222,13
SLC,TPA,1888,23
SLC,TUL,926,17
SLC,TUS,601,15
SLC,TWF,175,17
SLC,WYS,273,11
SLN,DEN,383,6
SLN,HYS,88,10
SLN,ORD,559,16
SMF,ATL,2092,12
SMF,AUS,1481,9
SMF,BNA,1917,9
SMF,BOI,437,11
SMF,BOS,2636,21
SMF,BUR,358,13
SMF,BWI,2395,12
SMF,CLT,2244,22
SMF,DAL,1442,7
SMF,DEN,909,12
SMF,DFW,1431,11
SMF,DTW,2013,23
SMF,EUG,384,12
SMF,EWR,2500,22
SMF,GEG,649,13
SMF,HNL,2462,9
SMF,HOU,1624,8
SMF,IAD,2358,8
SMF,IAH,1609,5
SMF,JFK,2521,23
SMF,KOA,2435,8
SMF,LAS,397,14
SMF,LAX,373,11
SMF,LGB,387,12
SMF,LIH,2508,8
SMF,MCI,1442,11
SMF,MCO,2408,6
SMF,MDW,1790,8
SMF,MIA,2552,23
SMF,MSP,1517,6
SMF,OGG,2404,7
SMF,ONT,390,13
SMF,ORD,1781,11
SMF,PDX,479,13
SMF,PHX,647,12
SMF,PSP,439,18
SMF,SAN,480,13
SMF,SBA,310,14
SMF,SEA,605,13
SMF,SFO,86,10
SMF,SLC,532,12
SMF,SNA,404,14
SMF,STL,1679,8
SMX,LAS,310,16
SNA,ATL,1919,11
SNA,AUS,1209,10
SNA,BNA,1772,8
SNA,BOI,688,11
SNA,CLT,2099,21
SNA,DAL,1216,7
SNA,DEN,846,13
SNA,DFW,1205,11
SNA,DSM,1429,9
SNA,DTW,1960,12
SNA,EUG,776,14
SNA,EWR,2434,12
SNA,GEG,962,11
SNA,IAH,1346,10
SNA,IDA,747,14
SNA,JFK,2454,13
SNA,LAS,226,14
SNA,MFR,659,15
SNA,MIA,2310,20
SNA,MSO,935,10
SNA,MSP,1522,8
SNA,OAK,371,13
SNA,ORD,1726,11
SNA,PDX,859,13
SNA,PHX,338,13
SNA,PVU,565,16
SNA,SEA,978,11
SNA,SFO,372,13
SNA,SJC,342,13
SNA,SLC,588,13
SNA,SMF,404,13
SNA,STS,433,13
SNA,TUS,417,8
SPI,PGD,994,10
SPN,GUM,129,9
SPS,DFW,113,6
SRQ,ABE,1000,13
SRQ,ATL,444,12
SRQ,ATW,1209,13
SRQ,AUS,936,19
SRQ,AVL,554,18
SRQ,BLV,876,8
SRQ,BNA,648,13
SRQ,BOS,1220,11
SRQ,BUF,1093,11
SRQ,BWI,880,13
SRQ,CAK,934,13
SRQ,CID,1125,10
SRQ,CLE,967,12
SRQ,CLT,547,12
SRQ,CMH,869,12
SRQ,CVG,812,15
SRQ,DAL,934,12
SRQ,DCA,851,11
SRQ,DEN,1531,16
SRQ,DFW,945,17
SRQ,DSM,1160,12
SRQ,DTW,1022,14
SRQ,EWR,1034,10
SRQ,FNT,1075,12
SRQ,FWA,948,14
SRQ,GRR,1080,15
SRQ,HOU,789,12
SRQ,IAD,849,13
SRQ,IAH,796,13
SRQ,IND,876,15
SRQ,JFK,1041,13
SRQ,LCK,856,13
SRQ,LGA,1047,15
SRQ,MCI,1078,9
SRQ,MDT,942,12
SRQ,MDW,1035,14
SRQ,MKE,1113,19
SRQ,MSP,1342,14
SRQ,ORD,1050,13
SRQ,PBG,1292,14
SRQ,PHL,957,12
SRQ,PIA,1001,13
SRQ,PIT,912,14
SRQ,PSM,1266,7
SRQ,RFD,1085,13
SRQ,SBN,1009,8
SRQ,SDF,765,16
SRQ,STL,903,12
SRQ,SYR,1142,9
STC,AZA,1259,13
STC,PGD,1447,13
STL,ATL,484,12
STL,AUS,721,14
STL,BNA,272,13
STL,BOS,1047,13
STL,BUR,1583,14
STL,BWI,738,13
STL,CHS,706,13
STL,CLE,487,14
STL,CLT,575,9
STL,CMH,409,13
STL,DAL,546,13
STL,DCA,719,13
STL,DEN,770,13
STL,DFW,550,11
STL,DSM,259,11
STL,DTW,440,12
STL,ECP,634,13
STL,EWR,872,12
STL,FLL,1057,15
STL,HOU,687,13
STL,IAH,667,8
STL,ICT,392,10
STL,JAX,753,11
STL,LAS,1371,14
STL,LAX,1592,14
STL,LGA,888,12
STL,LGB,1581,14
STL,LIT,296,11
STL,MCI,237,15
STL,MCO,882,14
STL,MDW,251,13
STL,MIA,1068,9
STL,MKE,317,13
STL,MSP,448,11
STL,MSY,604,15
STL,MYR,728,9
STL,OAK,1725,18
STL,OKC,462,10
STL,OMA,342,15
STL,ORD,258,12
STL,ORF,785,14
STL,PBI,1023,15
STL,PDX,1708,15
STL,PHL,814,11
STL,PHX,1262,14
STL,PIT,554,14
STL,PNS,598,11
STL,RDU,667,9
STL,RSW,979,14
STL,SAN,1557,14
STL,SAT,786,14
STL,SAV,689,10
STL,SEA,1709,14
STL,SFO,1735,13
STL,SJC,1715,16
STL,SJU,2024,9
STL,SLC,1156,14
STL,SMF,1679,15
STL,SRQ,903,15
STL,TPA,869,14
STL,TUL,351,11
STL,VPS,610,11
STS,BUR,387,15
STS,DFW,1495,12
STS,LAS,454,16
STS,LAX,400,12
STS,PDX,489,16
STS,PHX,699,16
STS,SAN,508,11
STS,SEA,618,14
STS,SNA,433,10
STT,ATL,1599,14
STT,CLT,1520,14
STT,DFW,2225,14
STT,EWR,1634,14
STT,FLL,1107,11
STT,IAD,1606,13
STT,IAH,2070,13
STT,JFK,1623,14
STT,MCO,1246,14
STT,MIA,1107,15
STT,ORD,2116,15
STT,PHL,1605,16
STT,SJU,68,14
STX,ATL,1638,15
STX,CLT,1562,16
STX,FLL,1140,17
STX,MCO,1282,11
STX,MIA,1139,15
STX,SJU,94,16
SUN,DEN,557,14
SUN,LAX,696,14
SUN,ORD,1341,12
SUN,SEA,475,13
SUN,SFO,587,13
SUN,SLC,222,13
SUX,DEN,466,15
SUX,ORD,436,7
SWF,FLL,1118,12
SWF,MYR,601,18
SWF,PGD,1101,18
SWF,PIE,1055,11
SWF,SFB,965,19
SWO,DFW,225,6
SYR,ATL,794,12
SYR,BNA,741,17
SYR,BOS,265,6
SYR,BWI,273,13
SYR,CLT,603,11
SYR,DCA,298,11
SYR,DEN,1492,8
SYR,DFW,1336,6
SYR,DTW,374,12
SYR,EWR,195,6
SYR,FLL,1197,15
SYR,IAD,296,6
SYR,JFK,209,10
SYR,LGA,198,11
SYR,MCO,1053,14
SYR,MIA,1217,5
SYR,MSP,860,6
SYR,MYR,668,14
SYR,ORD,607,11
SYR,PGD,1164,11
SYR,PHL,228,6
SYR,PIE,1111,11
SYR,RDU,519,17
SYR,RSW,1186,11
SYR,SFB,1029,14
SYR,SRQ,1142,12
SYR,TPA,1104,12
TLH,ATL,223,10
TLH,CLT,386,11
TLH,DCA,716,7
TLH,DFW,767,14
TLH,FLL,393,10
TLH,MIA,402,10
TLH,RDU,496,11
TLH,SBN,788,12
TOL,AZA,1625,16
TOL,PGD,1016,12
TOL,PIE,945,10
TOL,SFB,895,18
TPA,ACY,913,12
TPA,ALB,1130,12
TPA,ATL,406,13
TPA,AUS,928,12
TPA,BDL,1111,12
TPA,BHM,459,14
TPA,BNA,612,15
TPA,BOS,1185,11
TPA,BQN,1175,15
TPA,BTV,1250,14
TPA,BUF,1053,11
TPA,BWI,842,12
TPA,CHS,370,20
TPA,CLE,927,13
TPA,CLT,507,12
TPA,CMH,829,14
TPA,CVG,773,17
TPA,DAL,917,13
TPA,DCA,814,12
TPA,DEN,1506,12
TPA,DFW,929,11
TPA,DTW,983,12
TPA,EWR,997,12
TPA,FLL,197,10
TPA,GRR,1041,15
TPA,HOU,781,12
TPA,HPN,1032,19
TPA,IAD,811,13
TPA,IAH,787,11
TPA,IND,837,14
TPA,ISP,1034,10
TPA,JFK,1005,11
TPA,LAS,1984,9
TPA,LAX,2158,17
TPA,LGA,1010,11
TPA,MCI,1048,10
TPA,MDW,997,14
TPA,MEM,655,15
TPA,MHT,1204,11
TPA,MIA,204,10
TPA,MKE,1075,15
TPA,MSP,1306,12
TPA,MSY,488,14
TPA,OMA,1190,14
TPA,ORD,1012,12
TPA,ORF,717,21
TPA,PDX,2497,19
TPA,PHL,920,12
TPA,PHX,1788,9
TPA,PIT,873,13
TPA,PVD,1136,13
TPA,PWM,1277,7
TPA,RDU,587,11
TPA,RIC,723,15
TPA,ROC,1079,10
TPA,SAN,2087,16
TPA,SAT,972,14
TPA,SDF,727,11
TPA,SEA,2520,9
TPA,SFO,2393,8
TPA,SJU,1237,12
TPA,SLC,1888,7
TPA,STL,869,13
TPA,SYR,1104,12
TPA,TTN,955,11
TPA,TYS,547,12
TRI,ATL,227,11
TRI,CLT,119,11
TRI,DFW,868,16
TRI,PIE,590,15
TRI,SFB,535,17
TTN,ATL,701,10
TTN,CLT,484,12
TTN,FLL,1026,10
TTN,MCO,896,15
TTN,PBI,985,11
TTN,RDU,373,9
TTN,RSW,1028,10
TTN,TPA,955,17
TUL,ATL,674,12
TUL,AUS,426,12
TUL,CLT,842,13
TUL,DAL,238,12
TUL,DCA,1049,17
TUL,DEN,541,11
TUL,DFW,237,10
TUL,HOU,453,11
TUL,IAH,429,9
TUL,LAS,1076,12
TUL,LAX,1283,15
TUL,LGA,1231,7
TUL,MCO,1005,13
TUL,MDW,583,14
TUL,MIA,1168,5
TUL,ORD,585,12
TUL,PHX,935,13
TUL,PIE,961,11
TUL,SFB,995,11
TUL,SLC,926,8
TUL,STL,351,7
TUL,VPS,669,15
TUS,ATL,1541,12
TUS,DAL,824,12
TUS,DEN,639,11
TUS,DFW,813,10
TUS,HOU,945,13
TUS,IAH,936,7
TUS,LAS,365,12
TUS,LAX,451,12
TUS,MDW,1440,6
TUS,MSP,1298,14
TUS,ORD,1437,11
TUS,PDX,1119,10
TUS,PHX,110,12
TUS,SAN,368,10
TUS,SEA,1216,13
TUS,SFO,751,13
TUS,SLC,601,11
TUS,SNA,417,12
TVC,ATL,769,14
TVC,AZA,1599,22
TVC,BOS,749,14
TVC,CLT,702,14
TVC,DCA,599,13
TVC,DEN,1032,15
TVC,DFW,1022,17
TVC,DTW,207,12
TVC,FLL,1322,13
TVC,IAH,1149,16
TVC,LGA,655,10
TVC,MSP,376,13
TVC,ORD,224,11
TVC,PGD,1245,18
TVC,PHL,627,12
TVC,PIE,1172,13
TVC,SFB,1126,11
TWF,SLC,175,6
TXK,DFW,181,10
TYR,DFW,102,10
TYS,ATL,152,10
TYS,AUS,882,20
TYS,BLV,373,14
TYS,BOS,830,8
TYS,CLT,177,12
TYS,CMH,295,16
TYS,DCA,437,11
TYS,DEN,1162,16
TYS,DFW,772,12
TYS,DTW,443,7
TYS,EWR,631,8
TYS,FLL,709,12
TYS,HOU,782,12
TYS,IAD,419,14
TYS,IAH,771,17
TYS,JAX,390,12
TYS,LAS,1739,14
TYS,LGA,647,12
TYS,MCO,532,13
TYS,MDW,459,18
TYS,MIA,724,6
TYS,MSP,792,6
TYS,OKC,766,15
TYS,ORD,475,12
TYS,PBI,670,12
TYS,PGD,624,13
TYS,PHL,554,10
TYS,PHX,1599,12
TYS,PIE,550,14
TYS,SBN,426,13
TYS,SFB,511,14
TYS,TPA,547,15
TYS,VPS,395,17
TYS,XNA,578,14
USA,FLL,643,17
USA,PGD,588,16
USA,PIE,528,16
USA,SFB,457,15
VCT,IAH,123,5
VEL,DEN,259,14
VLD,ATL,208,12
VPS,ATL,250,12
VPS,AUS,666,16
VPS,AVL,412,20
VPS,BLV,587,13
VPS,BNA,389,10
VPS,BOS,1187,7
VPS,BWI,819,12
VPS,CKB,705,17
VPS,CLT,460,12
VPS,CVG,600,17
VPS,DAL,630,14
VPS,DCA,789,10
VPS,DFW,641,11
VPS,DSM,860,12
VPS,EVV,524,11
VPS,EWR,988,7
VPS,FNT,874,13
VPS,GRR,857,8
VPS,HOU,527,18
VPS,HTS,589,15
VPS,ICT,796,7
VPS,IND,637,18
VPS,LAS,1695,20
VPS,LCK,675,8
VPS,LEX,532,8
VPS,LIT,443,13
VPS,MCI,764,16
VPS,MDW,782,12
VPS,MEM,373,6
VPS,MSP,1058,17
VPS,OKC,726,13
VPS,OMA,911,11
VPS,ORD,796,13
VPS,PHL,908,14
VPS,PIA,724,6
VPS,PIT,775,19
VPS,SDF,532,13
VPS,SGF,610,12
VPS,SHV,452,14
